"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000255345.1","HAVANA","gene",NA,NA,"ENSG00000255345.1","lncRNA","AP002957.1","2",NA,"OTTHUMG00000166784.1"
"ENSG00000255346.10","HAVANA","gene",NA,NA,"ENSG00000255346.10","protein_coding","NOX5","1","HGNC:14874","OTTHUMG00000133320.5"
"ENSG00000255366.1","HAVANA","gene",NA,NA,"ENSG00000255366.1","lncRNA","AC120036.4","2",NA,"OTTHUMG00000164145.2"
"ENSG00000255389.1","HAVANA","gene",NA,NA,"ENSG00000255389.1","lncRNA","Z97989.1","2",NA,"OTTHUMG00000165195.2"
"ENSG00000255408.4","HAVANA","gene",NA,NA,"ENSG00000255408.4","protein_coding","PCDHA3","2","HGNC:8669","OTTHUMG00000163357.4"
"ENSG00000255422.3","HAVANA","gene",NA,NA,"ENSG00000255422.3","lncRNA","AP002954.1","2",NA,"OTTHUMG00000166343.2"
"ENSG00000255423.1","HAVANA","gene",NA,NA,"ENSG00000255423.1","protein_coding","EBLN2","2","HGNC:25493","OTTHUMG00000165897.1"
"ENSG00000255434.1","HAVANA","gene",NA,NA,"ENSG00000255434.1","lncRNA","AP001922.6","1",NA,"OTTHUMG00000165348.1"
"ENSG00000255435.7","HAVANA","gene",NA,NA,"ENSG00000255435.7","lncRNA","AP001267.3","2",NA,"OTTHUMG00000166407.3"
"ENSG00000255458.7","HAVANA","gene",NA,NA,"ENSG00000255458.7","lncRNA","AC108471.2","1",NA,"OTTHUMG00000166290.7"
"ENSG00000255462.1","HAVANA","gene",NA,NA,"ENSG00000255462.1","lncRNA","AC104031.1","1",NA,"OTTHUMG00000165678.1"
"ENSG00000255468.7","HAVANA","gene",NA,NA,"ENSG00000255468.7","lncRNA","AP001107.9","1",NA,"OTTHUMG00000166921.5"
"ENSG00000255471.1","HAVANA","gene",NA,NA,"ENSG00000255471.1","lncRNA","AP001528.1","2",NA,"OTTHUMG00000167229.1"
"ENSG00000255491.3","HAVANA","gene",NA,NA,"ENSG00000255491.3","lncRNA","AC100858.2","2",NA,"OTTHUMG00000165100.4"
"ENSG00000255495.1","HAVANA","gene",NA,NA,"ENSG00000255495.1","lncRNA","AC145124.1","2",NA,"OTTHUMG00000165272.3"
"ENSG00000255503.1","HAVANA","gene",NA,NA,"ENSG00000255503.1","lncRNA","AP001767.2","2",NA,"OTTHUMG00000167011.1"
"ENSG00000255507.6","HAVANA","gene",NA,NA,"ENSG00000255507.6","lncRNA","UVRAG-DT","1","HGNC:53952","OTTHUMG00000165318.2"
"ENSG00000255508.7","HAVANA","gene",NA,NA,"ENSG00000255508.7","protein_coding","AP002990.1","2",NA,"OTTHUMG00000167559.2"
"ENSG00000255517.6","HAVANA","gene",NA,NA,"ENSG00000255517.6","lncRNA","AP002748.4","1",NA,"OTTHUMG00000167095.2"
"ENSG00000255529.9","HAVANA","gene",NA,NA,"ENSG00000255529.9","protein_coding","POLR2M","2","HGNC:14862","OTTHUMG00000166486.6"
"ENSG00000255545.8","HAVANA","gene",NA,NA,"ENSG00000255545.8","lncRNA","B3GAT1-DT","2","HGNC:27449","OTTHUMG00000167181.8"
"ENSG00000255559.1","HAVANA","gene",NA,NA,"ENSG00000255559.1","lncRNA","ZNF252P-AS1","2","HGNC:27821","OTTHUMG00000165204.1"
"ENSG00000255561.7","HAVANA","gene",NA,NA,"ENSG00000255561.7","protein_coding","FDXACB1","1","HGNC:25110","OTTHUMG00000166795.3"
"ENSG00000255568.3","HAVANA","gene",NA,NA,"ENSG00000255568.3","lncRNA","BRWD1-AS2","2","HGNC:16423","OTTHUMG00000066154.5"
"ENSG00000255571.9","HAVANA","gene",NA,NA,"ENSG00000255571.9","lncRNA","MIR9-3HG","2","HGNC:27388","OTTHUMG00000171992.43"
"ENSG00000255585.3","HAVANA","gene",NA,NA,"ENSG00000255585.3","transcribed_processed_pseudogene","AL590627.1","1",NA,"OTTHUMG00000020996.3"
"ENSG00000255587.9","HAVANA","gene",NA,NA,"ENSG00000255587.9","protein_coding","RAB44","2","HGNC:21068","OTTHUMG00000016308.6"
"ENSG00000255621.1","HAVANA","gene",NA,NA,"ENSG00000255621.1","lncRNA","AC023790.2","2",NA,"OTTHUMG00000168772.2"
"ENSG00000255622.3","HAVANA","gene",NA,NA,"ENSG00000255622.3","transcribed_unprocessed_pseudogene","PCDHB17P","2","HGNC:14547","OTTHUMG00000187247.3"
"ENSG00000255624.3","HAVANA","gene",NA,NA,"ENSG00000255624.3","transcribed_processed_pseudogene","C10orf88B","1","HGNC:44080","OTTHUMG00000019189.3"
"ENSG00000255642.1","HAVANA","gene",NA,NA,"ENSG00000255642.1","processed_pseudogene","PABPC1P4","1","HGNC:8563","OTTHUMG00000168749.1"
"ENSG00000255650.6","HAVANA","gene",NA,NA,"ENSG00000255650.6","lncRNA","FAM222A-AS1","2","HGNC:28223","OTTHUMG00000169261.2"
"ENSG00000255652.4","HAVANA","gene",NA,NA,"ENSG00000255652.4","lncRNA","AC140847.2","2",NA,"OTTHUMG00000169290.7"
"ENSG00000255660.1","HAVANA","gene",NA,NA,"ENSG00000255660.1","lncRNA","RERG-AS1","2","HGNC:39990","OTTHUMG00000168747.1"
"ENSG00000255671.1","HAVANA","gene",NA,NA,"ENSG00000255671.1","lncRNA","AC007406.1","2",NA,"OTTHUMG00000168004.1"
"ENSG00000255690.3","HAVANA","gene",NA,NA,"ENSG00000255690.3","protein_coding","TRIL","2","HGNC:22200","OTTHUMG00000152829.6"
"ENSG00000255717.7","HAVANA","gene",NA,NA,"ENSG00000255717.7","lncRNA","SNHG1","2","HGNC:32688","OTTHUMG00000167743.15"
"ENSG00000255737.2","HAVANA","gene",NA,NA,"ENSG00000255737.2","lncRNA","AGAP2-AS1","1","HGNC:48633","OTTHUMG00000170286.1"
"ENSG00000255746.1","HAVANA","gene",NA,NA,"ENSG00000255746.1","lncRNA","AC007406.2","2",NA,"OTTHUMG00000168054.1"
"ENSG00000255750.6","HAVANA","gene",NA,NA,"ENSG00000255750.6","lncRNA","AC022509.1","2",NA,"OTTHUMG00000169177.2"
"ENSG00000255760.2","HAVANA","gene",NA,NA,"ENSG00000255760.2","lncRNA","LINC02422","2","HGNC:53352","OTTHUMG00000169240.2"
"ENSG00000255769.7","HAVANA","gene",NA,NA,"ENSG00000255769.7","transcribed_unprocessed_pseudogene","GOLGA2P10","2","HGNC:26229","OTTHUMG00000170549.4"
"ENSG00000255774.2","HAVANA","gene",NA,NA,"ENSG00000255774.2","lncRNA","LINC02747","2","HGNC:54266","OTTHUMG00000168002.2"
"ENSG00000255794.9","HAVANA","gene",NA,NA,"ENSG00000255794.9","lncRNA","RMST","2","HGNC:29893","OTTHUMG00000170148.22"
"ENSG00000255815.3","HAVANA","gene",NA,NA,"ENSG00000255815.3","processed_pseudogene","KRT8P11","1","HGNC:31058","OTTHUMG00000020356.2"
"ENSG00000255823.5","HAVANA","gene",NA,NA,"ENSG00000255823.5","protein_coding","MTRNR2L8","2","HGNC:37165","OTTHUMG00000184980.2"
"ENSG00000255833.2","HAVANA","gene",NA,NA,"ENSG00000255833.2","protein_coding","TIFAB","2","HGNC:34024","OTTHUMG00000129140.3"
"ENSG00000255837.1","HAVANA","gene",NA,NA,"ENSG00000255837.1","protein_coding","TAS2R20","2","HGNC:19109","OTTHUMG00000162695.2"
"ENSG00000255847.5","HAVANA","gene",NA,NA,"ENSG00000255847.5","lncRNA","AP003717.1","2",NA,"OTTHUMG00000168094.1"
"ENSG00000255857.6","HAVANA","gene",NA,NA,"ENSG00000255857.6","lncRNA","PXN-AS1","2","HGNC:44123","OTTHUMG00000169166.4"
"ENSG00000255874.2","HAVANA","gene",NA,NA,"ENSG00000255874.2","lncRNA","PRECSIT","2","HGNC:27492","OTTHUMG00000187398.2"
"ENSG00000255883.1","HAVANA","gene",NA,NA,"ENSG00000255883.1","processed_pseudogene","FUNDC2P1","2","HGNC:17253","OTTHUMG00000186591.1"
"ENSG00000255920.3","HAVANA","gene",NA,NA,"ENSG00000255920.3","lncRNA","CCND2-AS1","2","HGNC:49398","OTTHUMG00000168320.4"
"ENSG00000255931.2","HAVANA","gene",NA,NA,"ENSG00000255931.2","lncRNA","AP003108.1","2",NA,"OTTHUMG00000168177.4"
"ENSG00000255966.1","HAVANA","gene",NA,NA,"ENSG00000255966.1","lncRNA","AC006064.3","2",NA,"OTTHUMG00000169161.1"
"ENSG00000255992.1","HAVANA","gene",NA,NA,"ENSG00000255992.1","lncRNA","AC131009.1","2",NA,"OTTHUMG00000168249.1"
"ENSG00000256001.2","HAVANA","gene",NA,NA,"ENSG00000256001.2","lncRNA","AC079949.1","2",NA,"OTTHUMG00000168461.4"
"ENSG00000256008.3","HAVANA","gene",NA,NA,"ENSG00000256008.3","lncRNA","AC125616.1","2",NA,"OTTHUMG00000169186.3"
"ENSG00000256043.4","HAVANA","gene",NA,NA,"ENSG00000256043.4","protein_coding","CTSO","2","HGNC:2542","OTTHUMG00000161942.4"
"ENSG00000256045.3","HAVANA","gene",NA,NA,"ENSG00000256045.3","protein_coding","MTRNR2L10","2","HGNC:37167","OTTHUMG00000184991.3"
"ENSG00000256053.9","HAVANA","gene",NA,NA,"ENSG00000256053.9","protein_coding","COA8","1","HGNC:20492","OTTHUMG00000153929.4"
"ENSG00000256060.3","HAVANA","gene",NA,NA,"ENSG00000256060.3","protein_coding","TRAPPC2B","1","HGNC:10710","OTTHUMG00000183279.2"
"ENSG00000256061.7","HAVANA","gene",NA,NA,"ENSG00000256061.7","protein_coding","DNAAF4","2","HGNC:21493","OTTHUMG00000132008.2"
"ENSG00000256073.3","HAVANA","gene",NA,NA,"ENSG00000256073.3","lncRNA","URB1-AS1","1","HGNC:23128","OTTHUMG00000064921.2"
"ENSG00000256087.7","HAVANA","gene",NA,NA,"ENSG00000256087.7","protein_coding","ZNF432","2","HGNC:20810","OTTHUMG00000182552.4"
"ENSG00000256092.2","HAVANA","gene",NA,NA,"ENSG00000256092.2","lncRNA","SBNO1-AS1","2","HGNC:54355","OTTHUMG00000168679.2"
"ENSG00000256124.6","HAVANA","gene",NA,NA,"ENSG00000256124.6","lncRNA","LINC01152","2","HGNC:16752","OTTHUMG00000168039.8"
"ENSG00000256128.6","HAVANA","gene",NA,NA,"ENSG00000256128.6","lncRNA","LINC00944","2","HGNC:48640","OTTHUMG00000168480.20"
"ENSG00000256139.2","HAVANA","gene",NA,NA,"ENSG00000256139.2","lncRNA","AC007637.1","2",NA,"OTTHUMG00000185814.1"
"ENSG00000256148.1","HAVANA","gene",NA,NA,"ENSG00000256148.1","processed_pseudogene","AP000763.2","2",NA,"OTTHUMG00000167998.1"
"ENSG00000256162.2","HAVANA","gene",NA,NA,"ENSG00000256162.2","protein_coding","SMLR1","1","HGNC:44670","OTTHUMG00000176259.1"
"ENSG00000256223.6","HAVANA","gene",NA,NA,"ENSG00000256223.6","protein_coding","ZNF10","1","HGNC:12879","OTTHUMG00000167944.4"
"ENSG00000256229.8","HAVANA","gene",NA,NA,"ENSG00000256229.8","protein_coding","ZNF486","1","HGNC:20807","OTTHUMG00000179731.3"
"ENSG00000256234.1","HAVANA","gene",NA,NA,"ENSG00000256234.1","lncRNA","AC022509.2","2",NA,"OTTHUMG00000169176.1"
"ENSG00000256235.2","HAVANA","gene",NA,NA,"ENSG00000256235.2","protein_coding","SMIM3","2","HGNC:30248","OTTHUMG00000163646.4"
"ENSG00000256269.10","HAVANA","gene",NA,NA,"ENSG00000256269.10","protein_coding","HMBS","2","HGNC:4982","OTTHUMG00000168295.13"
"ENSG00000256294.8","HAVANA","gene",NA,NA,"ENSG00000256294.8","protein_coding","ZNF225","2","HGNC:13018","OTTHUMG00000182336.5"
"ENSG00000256338.2","HAVANA","gene",NA,NA,"ENSG00000256338.2","processed_pseudogene","RPL41P2","2","HGNC:10357","OTTHUMG00000186844.3"
"ENSG00000256340.8","HAVANA","gene",NA,NA,"ENSG00000256340.8","transcribed_unprocessed_pseudogene","ABCC6P1","2","HGNC:33352","OTTHUMG00000177192.2"
"ENSG00000256393.1","HAVANA","gene",NA,NA,"ENSG00000256393.1","processed_pseudogene","RPL41P5","2","HGNC:10355","OTTHUMG00000186889.1"
"ENSG00000256433.3","HAVANA","gene",NA,NA,"ENSG00000256433.3","lncRNA","AC005840.2","2",NA,"OTTHUMG00000168357.3"
"ENSG00000256463.8","HAVANA","gene",NA,NA,"ENSG00000256463.8","protein_coding","SALL3","1","HGNC:10527","OTTHUMG00000132896.5"
"ENSG00000256525.8","HAVANA","gene",NA,NA,"ENSG00000256525.8","protein_coding","POLG2","1","HGNC:9180","OTTHUMG00000178899.4"
"ENSG00000256537.5","HAVANA","gene",NA,NA,"ENSG00000256537.5","protein_coding","SMIM10L1","2","HGNC:49847","OTTHUMG00000168565.4"
"ENSG00000256540.1","HAVANA","gene",NA,NA,"ENSG00000256540.1","lncRNA","AC007406.3","2",NA,"OTTHUMG00000167979.1"
"ENSG00000256542.2","HAVANA","gene",NA,NA,"ENSG00000256542.2","lncRNA","AC148477.2","2",NA,"OTTHUMG00000167958.3"
"ENSG00000256546.2","HAVANA","gene",NA,NA,"ENSG00000256546.2","lncRNA","AC156455.1","2",NA,"OTTHUMG00000168952.3"
"ENSG00000256576.2","HAVANA","gene",NA,NA,"ENSG00000256576.2","lncRNA","LINC02361","2","HGNC:53283","OTTHUMG00000168255.2"
"ENSG00000256591.5","HAVANA","gene",NA,NA,"ENSG00000256591.5","protein_coding","AP003108.2","2",NA,"OTTHUMG00000168148.5"
"ENSG00000256594.8","HAVANA","gene",NA,NA,"ENSG00000256594.8","transcribed_unprocessed_pseudogene","AC010186.2","2",NA,"OTTHUMG00000186391.4"
"ENSG00000256609.1","HAVANA","gene",NA,NA,"ENSG00000256609.1","lncRNA","AC084880.3","1",NA,"OTTHUMG00000168934.1"
"ENSG00000256612.7","HAVANA","gene",NA,NA,"ENSG00000256612.7","transcribed_unprocessed_pseudogene","CYP2B7P","2","HGNC:2616","OTTHUMG00000182706.6"
"ENSG00000256616.3","HAVANA","gene",NA,NA,"ENSG00000256616.3","transcribed_processed_pseudogene","AP002414.2","1",NA,"OTTHUMG00000180683.1"
"ENSG00000256618.2","HAVANA","gene",NA,NA,"ENSG00000256618.2","protein_coding","MTRNR2L1","2","HGNC:37155","OTTHUMG00000179068.2"
"ENSG00000256628.3","HAVANA","gene",NA,NA,"ENSG00000256628.3","lncRNA","ZBTB11-AS1","2","HGNC:48573","OTTHUMG00000159176.1"
"ENSG00000256667.6","HAVANA","gene",NA,NA,"ENSG00000256667.6","transcribed_unprocessed_pseudogene","KLRA1P","2","HGNC:6372","OTTHUMG00000160127.3"
"ENSG00000256683.7","HAVANA","gene",NA,NA,"ENSG00000256683.7","protein_coding","ZNF350","1","HGNC:16656","OTTHUMG00000182538.4"
"ENSG00000256694.1","HAVANA","gene",NA,NA,"ENSG00000256694.1","lncRNA","AC026369.2","2",NA,"OTTHUMG00000167978.1"
"ENSG00000256713.8","HAVANA","gene",NA,NA,"ENSG00000256713.8","protein_coding","PGA5","2","HGNC:8887","OTTHUMG00000168075.3"
"ENSG00000256745.1","HAVANA","gene",NA,NA,"ENSG00000256745.1","processed_pseudogene","ARPC3P3","1","HGNC:39432","OTTHUMG00000167753.1"
"ENSG00000256751.6","HAVANA","gene",NA,NA,"ENSG00000256751.6","lncRNA","PLBD1-AS1","2","HGNC:51143","OTTHUMG00000168733.3"
"ENSG00000256771.4","HAVANA","gene",NA,NA,"ENSG00000256771.4","protein_coding","ZNF253","1","HGNC:13497","OTTHUMG00000182369.3"
"ENSG00000256802.2","HAVANA","gene",NA,NA,"ENSG00000256802.2","lncRNA","AC022613.1","2",NA,"OTTHUMG00000172189.1"
"ENSG00000256806.6","HAVANA","gene",NA,NA,"ENSG00000256806.6","protein_coding","C17orf100","2","HGNC:34494","OTTHUMG00000188340.4"
"ENSG00000256862.3","HAVANA","gene",NA,NA,"ENSG00000256862.3","lncRNA","PARP11-AS1","2","HGNC:40103","OTTHUMG00000168120.5"
"ENSG00000256870.3","HAVANA","gene",NA,NA,"ENSG00000256870.3","protein_coding","SLC5A8","2","HGNC:19119","OTTHUMG00000170499.2"
"ENSG00000256894.1","HAVANA","gene",NA,NA,"ENSG00000256894.1","lncRNA","AC022509.3","2",NA,"OTTHUMG00000169175.1"
"ENSG00000256943.1","HAVANA","gene",NA,NA,"ENSG00000256943.1","lncRNA","AC148477.3","2",NA,"OTTHUMG00000167981.1"
"ENSG00000256944.1","HAVANA","gene",NA,NA,"ENSG00000256944.1","lncRNA","AP003721.3","1",NA,"OTTHUMG00000167800.1"
"ENSG00000256948.1","HAVANA","gene",NA,NA,"ENSG00000256948.1","lncRNA","AC026369.3","2",NA,"OTTHUMG00000167976.1"
"ENSG00000256967.1","HAVANA","gene",NA,NA,"ENSG00000256967.1","lncRNA","AC018653.3","1",NA,"OTTHUMG00000168166.1"
"ENSG00000256968.1","HAVANA","gene",NA,NA,"ENSG00000256968.1","processed_pseudogene","SNRPEP2","2","HGNC:20733","OTTHUMG00000019531.2"
"ENSG00000256969.2","HAVANA","gene",NA,NA,"ENSG00000256969.2","lncRNA","AC084375.1","2",NA,"OTTHUMG00000168121.3"
"ENSG00000256973.1","HAVANA","gene",NA,NA,"ENSG00000256973.1","lncRNA","AC053513.2","2",NA,"OTTHUMG00000169101.1"
"ENSG00000257017.9","HAVANA","gene",NA,NA,"ENSG00000257017.9","protein_coding","HP","2","HGNC:5141","OTTHUMG00000173009.7"
"ENSG00000257027.1","HAVANA","gene",NA,NA,"ENSG00000257027.1","lncRNA","AC010186.3","2",NA,"OTTHUMG00000168442.1"
"ENSG00000257038.1","HAVANA","gene",NA,NA,"ENSG00000257038.1","lncRNA","AP002761.3","2",NA,"OTTHUMG00000167970.2"
"ENSG00000257048.1","HAVANA","gene",NA,NA,"ENSG00000257048.1","lncRNA","LINC02417","2","HGNC:53347","OTTHUMG00000168183.1"
"ENSG00000257052.1","HAVANA","gene",NA,NA,"ENSG00000257052.1","lncRNA","AP003721.4","2",NA,"OTTHUMG00000167799.1"
"ENSG00000257057.3","HAVANA","gene",NA,NA,"ENSG00000257057.3","protein_coding","C11orf97","2","HGNC:49544","OTTHUMG00000167794.3"
"ENSG00000257058.1","HAVANA","gene",NA,NA,"ENSG00000257058.1","lncRNA","AP001363.2","2",NA,"OTTHUMG00000167749.1"
"ENSG00000257084.1","HAVANA","gene",NA,NA,"ENSG00000257084.1","lncRNA","MIR200CHG","1","HGNC:53161","OTTHUMG00000169234.1"
"ENSG00000257086.1","HAVANA","gene",NA,NA,"ENSG00000257086.1","lncRNA","AP001453.2","2",NA,"OTTHUMG00000167847.2"
"ENSG00000257093.7","HAVANA","gene",NA,NA,"ENSG00000257093.7","protein_coding","DENND11","2","HGNC:29472","OTTHUMG00000157539.2"
"ENSG00000257103.8","HAVANA","gene",NA,NA,"ENSG00000257103.8","protein_coding","LSM14A","1","HGNC:24489","OTTHUMG00000180491.7"
"ENSG00000257108.2","HAVANA","gene",NA,NA,"ENSG00000257108.2","protein_coding","NHLRC4","2","HGNC:26700","OTTHUMG00000047857.7"
"ENSG00000257114.3","HAVANA","gene",NA,NA,"ENSG00000257114.3","lncRNA","LINC02450","2","HGNC:53382","OTTHUMG00000169348.8"
"ENSG00000257122.5","HAVANA","gene",NA,NA,"ENSG00000257122.5","transcribed_unprocessed_pseudogene","RRN3P3","2","HGNC:37620","OTTHUMG00000170419.2"
"ENSG00000257135.7","HAVANA","gene",NA,NA,"ENSG00000257135.7","lncRNA","ODC1-DT","1","HGNC:54070","OTTHUMG00000170230.3"
"ENSG00000257150.3","HAVANA","gene",NA,NA,"ENSG00000257150.3","transcribed_processed_pseudogene","PGAM1P5","1","HGNC:42452","OTTHUMG00000170282.2"
"ENSG00000257167.2","HAVANA","gene",NA,NA,"ENSG00000257167.2","lncRNA","TMPO-AS1","2","HGNC:44158","OTTHUMG00000170209.3"
"ENSG00000257176.3","HAVANA","gene",NA,NA,"ENSG00000257176.3","lncRNA","AC009318.1","2",NA,"OTTHUMG00000169321.3"
"ENSG00000257178.5","HAVANA","gene",NA,NA,"ENSG00000257178.5","lncRNA","AC103702.1","2",NA,"OTTHUMG00000170223.1"
"ENSG00000257191.1","HAVANA","gene",NA,NA,"ENSG00000257191.1","lncRNA","AC090709.1","2",NA,"OTTHUMG00000170062.1"
"ENSG00000257210.1","HAVANA","gene",NA,NA,"ENSG00000257210.1","processed_pseudogene","NACAP8","1","HGNC:49490","OTTHUMG00000170114.1"
"ENSG00000257218.6","HAVANA","gene",NA,NA,"ENSG00000257218.6","protein_coding","GATC","2","HGNC:25068","OTTHUMG00000047788.6"
"ENSG00000257242.8","HAVANA","gene",NA,NA,"ENSG00000257242.8","lncRNA","LINC01619","1","HGNC:27409","OTTHUMG00000170091.5"
"ENSG00000257252.6","HAVANA","gene",NA,NA,"ENSG00000257252.6","lncRNA","AC124947.1","2",NA,"OTTHUMG00000170154.2"
"ENSG00000257261.6","HAVANA","gene",NA,NA,"ENSG00000257261.6","lncRNA","AC008014.1","2",NA,"OTTHUMG00000169473.8"
"ENSG00000257267.3","HAVANA","gene",NA,NA,"ENSG00000257267.3","transcribed_unitary_pseudogene","ZNF271P","2","HGNC:13065","OTTHUMG00000132563.3"
"ENSG00000257270.1","HAVANA","gene",NA,NA,"ENSG00000257270.1","lncRNA","AL928654.2","2",NA,"OTTHUMG00000170425.1"
"ENSG00000257285.6","HAVANA","gene",NA,NA,"ENSG00000257285.6","lncRNA","AL132780.1","2",NA,"OTTHUMG00000170278.2"
"ENSG00000257298.1","HAVANA","gene",NA,NA,"ENSG00000257298.1","lncRNA","AC008147.2","2",NA,"OTTHUMG00000169883.1"
"ENSG00000257303.2","HAVANA","gene",NA,NA,"ENSG00000257303.2","lncRNA","AC073896.2","2",NA,"OTTHUMG00000170366.3"
"ENSG00000257315.3","HAVANA","gene",NA,NA,"ENSG00000257315.3","protein_coding","ZBED6","2","HGNC:33273","OTTHUMG00000170422.3"
"ENSG00000257322.6","HAVANA","gene",NA,NA,"ENSG00000257322.6","lncRNA","AC138123.1","2",NA,"OTTHUMG00000170112.3"
"ENSG00000257335.8","HAVANA","gene",NA,NA,"ENSG00000257335.8","protein_coding","MGAM","1","HGNC:7043","OTTHUMG00000158395.10"
"ENSG00000257337.7","HAVANA","gene",NA,NA,"ENSG00000257337.7","lncRNA","AC068888.1","2",NA,"OTTHUMG00000169806.7"
"ENSG00000257354.2","HAVANA","gene",NA,NA,"ENSG00000257354.2","lncRNA","AC048341.1","2",NA,"OTTHUMG00000169989.2"
"ENSG00000257365.8","HAVANA","gene",NA,NA,"ENSG00000257365.8","protein_coding","FNTB","1","HGNC:3785","OTTHUMG00000142811.6"
"ENSG00000257433.6","HAVANA","gene",NA,NA,"ENSG00000257433.6","lncRNA","AC004241.1","2",NA,"OTTHUMG00000169669.6"
"ENSG00000257446.4","HAVANA","gene",NA,NA,"ENSG00000257446.4","protein_coding","ZNF878","2","HGNC:37246","OTTHUMG00000169370.3"
"ENSG00000257489.6","HAVANA","gene",NA,NA,"ENSG00000257489.6","transcribed_unprocessed_pseudogene","AC010203.1","2",NA,"OTTHUMG00000170244.2"
"ENSG00000257497.2","HAVANA","gene",NA,NA,"ENSG00000257497.2","lncRNA","AC121761.1","2",NA,"OTTHUMG00000169758.2"
"ENSG00000257511.1","HAVANA","gene",NA,NA,"ENSG00000257511.1","processed_pseudogene","AC084824.1","1",NA,"OTTHUMG00000169453.1"
"ENSG00000257512.1","HAVANA","gene",NA,NA,"ENSG00000257512.1","transcribed_processed_pseudogene","AC124947.2","2",NA,"OTTHUMG00000170153.1"
"ENSG00000257526.2","HAVANA","gene",NA,NA,"ENSG00000257526.2","lncRNA","AC107032.2","2",NA,"OTTHUMG00000169877.2"
"ENSG00000257542.5","HAVANA","gene",NA,NA,"ENSG00000257542.5","transcribed_unprocessed_pseudogene","OR7E47P","1","HGNC:8421","OTTHUMG00000185956.2"
"ENSG00000257543.1","HAVANA","gene",NA,NA,"ENSG00000257543.1","lncRNA","AC063948.1","2",NA,"OTTHUMG00000170272.1"
"ENSG00000257556.2","HAVANA","gene",NA,NA,"ENSG00000257556.2","lncRNA","LINC02298","2","HGNC:53216","OTTHUMG00000170462.4"
"ENSG00000257557.2","HAVANA","gene",NA,NA,"ENSG00000257557.2","lncRNA","PPP1R12A-AS1","2","HGNC:51903","OTTHUMG00000170083.2"
"ENSG00000257576.1","HAVANA","gene",NA,NA,"ENSG00000257576.1","processed_pseudogene","HSPD1P4","1","HGNC:35146","OTTHUMG00000170572.1"
"ENSG00000257588.1","HAVANA","gene",NA,NA,"ENSG00000257588.1","lncRNA","AC025154.2","2",NA,"OTTHUMG00000169810.1"
"ENSG00000257594.4","HAVANA","gene",NA,NA,"ENSG00000257594.4","protein_coding","GALNT4","2","HGNC:4126","OTTHUMG00000166292.4"
"ENSG00000257596.1","HAVANA","gene",NA,NA,"ENSG00000257596.1","lncRNA","SCAT2","2","HGNC:53976","OTTHUMG00000169701.1"
"ENSG00000257599.3","HAVANA","gene",NA,NA,"ENSG00000257599.3","lncRNA","OVCH1-AS1","1","HGNC:44484","OTTHUMG00000169323.3"
"ENSG00000257621.8","HAVANA","gene",NA,NA,"ENSG00000257621.8","lncRNA","PSMA3-AS1","2","HGNC:26445","OTTHUMG00000171179.5"
"ENSG00000257634.1","HAVANA","gene",NA,NA,"ENSG00000257634.1","lncRNA","AC079310.1","2",NA,"OTTHUMG00000169938.1"
"ENSG00000257642.1","HAVANA","gene",NA,NA,"ENSG00000257642.1","lncRNA","KCCAT198","2",NA,"OTTHUMG00000169859.1"
"ENSG00000257660.5","HAVANA","gene",NA,NA,"ENSG00000257660.5","lncRNA","ADCY6-DT","2","HGNC:53332","OTTHUMG00000170397.1"
"ENSG00000257671.1","HAVANA","gene",NA,NA,"ENSG00000257671.1","lncRNA","KRT7-AS","2","HGNC:52643","OTTHUMG00000169581.1"
"ENSG00000257681.1","HAVANA","gene",NA,NA,"ENSG00000257681.1","lncRNA","AC025265.1","2",NA,"OTTHUMG00000170059.1"
"ENSG00000257698.2","HAVANA","gene",NA,NA,"ENSG00000257698.2","lncRNA","GIHCG","2","HGNC:52649","OTTHUMG00000170492.11"
"ENSG00000257702.3","HAVANA","gene",NA,NA,"ENSG00000257702.3","lncRNA","LBX2-AS1","2","HGNC:25136","OTTHUMG00000170509.3"
"ENSG00000257704.4","HAVANA","gene",NA,NA,"ENSG00000257704.4","protein_coding","INAFM1","2","HGNC:27406","OTTHUMG00000170128.3"
"ENSG00000257718.1","HAVANA","gene",NA,NA,"ENSG00000257718.1","lncRNA","CPNE8-AS1","2","HGNC:53937","OTTHUMG00000169406.1"
"ENSG00000257727.6","HAVANA","gene",NA,NA,"ENSG00000257727.6","protein_coding","CNPY2","2","HGNC:13529","OTTHUMG00000170330.5"
"ENSG00000257740.1","HAVANA","gene",NA,NA,"ENSG00000257740.1","lncRNA","AC073896.3","2",NA,"OTTHUMG00000170367.1"
"ENSG00000257743.8","HAVANA","gene",NA,NA,"ENSG00000257743.8","protein_coding","MGAM2","1","HGNC:28101","OTTHUMG00000158558.7"
"ENSG00000257800.1","HAVANA","gene",NA,NA,"ENSG00000257800.1","processed_pseudogene","FNBP1P1","1","HGNC:44528","OTTHUMG00000170236.1"
"ENSG00000257815.7","HAVANA","gene",NA,NA,"ENSG00000257815.7","lncRNA","PRANCR","2","HGNC:51126","OTTHUMG00000169445.4"
"ENSG00000257829.1","HAVANA","gene",NA,NA,"ENSG00000257829.1","lncRNA","AC121757.1","2",NA,"OTTHUMG00000169631.1"
